Order ID,Order Status,Order Date,Order Total,Order Currency,Customer Name,Customer`s Billing Email,Cart Discount,Cart Discount Tax,Order Shipping,Order Subscription,Item ID,Product ID,Product Name,Item quantity 
74260,wc-pending,2020-02-27 12:29:27,8.97,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3883,63818,SPAWN #306 CVR C VIRGIN TAN & MCFARLANE,1
74260,wc-pending,2020-02-27 12:29:27,8.97,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3884,63817,SPAWN #306 CVR B MATTINA,1
74260,wc-pending,2020-02-27 12:29:27,8.97,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3885,63816,SPAWN #306 CVR A TAN & MCFARLANE,1
74259,wc-pending,2020-02-27 12:29:26,19.99,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3882,65199,TAROT WITCH OF THE BLACK ROSE #114 STUDIO ED,1
74258,wc-pending,2020-02-27 12:29:25,5.99,USD,tamerradev1,tamberradigital+41@gmail.com,0,0,0,yes,3881,65390,KNIGHTS OF THE DINNER TABLE #273,1
74257,wc-pending,2020-02-27 12:29:24,8.98,USD,tamerradev1,tamberradigital+41@gmail.com,0,0,0,yes,3879,64078,DETECTIVE COMICS #1020 CARD STOCK LEE BERMEJO VAR ED,1
74257,wc-pending,2020-02-27 12:29:24,8.98,USD,tamerradev1,tamberradigital+41@gmail.com,0,0,0,yes,3880,64077,DETECTIVE COMICS #1020,1
74255,wc-pending,2020-02-27 12:29:23,3.99,USD,tamerradev1,tamberradigital+41@gmail.com,0,0,0,yes,3876,65019,GOLD DIGGER #274,1
74256,wc-pending,2020-02-27 12:29:23,8.98,USD,tamerradev1,tamberradigital+41@gmail.com,0,0,0,yes,3877,64056,ACTION COMICS #1020 CARD STOCK L PARRILLO VAR ED,1
74256,wc-pending,2020-02-27 12:29:23,8.98,USD,tamerradev1,tamberradigital+41@gmail.com,0,0,0,yes,3878,64055,ACTION COMICS #1020,1
74254,wc-pending,2020-02-27 12:29:22,8.97,USD,tamerradev1,tamberradigital+41@gmail.com,0,0,0,yes,3873,63818,SPAWN #306 CVR C VIRGIN TAN & MCFARLANE,1
74254,wc-pending,2020-02-27 12:29:22,8.97,USD,tamerradev1,tamberradigital+41@gmail.com,0,0,0,yes,3874,63817,SPAWN #306 CVR B MATTINA,1
74254,wc-pending,2020-02-27 12:29:22,8.97,USD,tamerradev1,tamberradigital+41@gmail.com,0,0,0,yes,3875,63816,SPAWN #306 CVR A TAN & MCFARLANE,1
74252,wc-pending,2020-02-27 12:29:19,8.98,USD,tamerradev,tamberradigital+1@gmail.com,0,0,0,yes,3869,64056,ACTION COMICS #1020 CARD STOCK L PARRILLO VAR ED,1
74252,wc-pending,2020-02-27 12:29:19,8.98,USD,tamerradev,tamberradigital+1@gmail.com,0,0,0,yes,3870,64055,ACTION COMICS #1020,1
74253,wc-pending,2020-02-27 12:29:19,8.98,USD,tamerradev,tamberradigital+1@gmail.com,0,0,0,yes,3871,64078,DETECTIVE COMICS #1020 CARD STOCK LEE BERMEJO VAR ED,1
74253,wc-pending,2020-02-27 12:29:19,8.98,USD,tamerradev,tamberradigital+1@gmail.com,0,0,0,yes,3872,64077,DETECTIVE COMICS #1020,1
74250,wc-pending,2020-02-27 12:29:18,3.99,USD,tamerradev,tamberradigital+1@gmail.com,0,0,0,yes,3867,65019,GOLD DIGGER #274,1
74251,wc-pending,2020-02-27 12:29:18,5.99,USD,tamerradev,tamberradigital+1@gmail.com,0,0,0,yes,3868,65390,KNIGHTS OF THE DINNER TABLE #273,1
74249,wc-pending,2020-02-27 12:29:15,8.97,USD,tamerradev,tamberradigital+1@gmail.com,0,0,0,yes,3864,63818,SPAWN #306 CVR C VIRGIN TAN & MCFARLANE,1
74249,wc-pending,2020-02-27 12:29:15,8.97,USD,tamerradev,tamberradigital+1@gmail.com,0,0,0,yes,3865,63817,SPAWN #306 CVR B MATTINA,1
74249,wc-pending,2020-02-27 12:29:15,8.97,USD,tamerradev,tamberradigital+1@gmail.com,0,0,0,yes,3866,63816,SPAWN #306 CVR A TAN & MCFARLANE,1
74248,wc-pending,2020-02-27 12:29:14,8.98,USD,kara,karanoreika@gmail.com,0,0,0,yes,3862,64078,DETECTIVE COMICS #1020 CARD STOCK LEE BERMEJO VAR ED,1
74248,wc-pending,2020-02-27 12:29:14,8.98,USD,kara,karanoreika@gmail.com,0,0,0,yes,3863,64077,DETECTIVE COMICS #1020,1
74246,wc-pending,2020-02-27 12:29:13,8.98,USD,kara,karanoreika@gmail.com,0,0,0,yes,3859,64056,ACTION COMICS #1020 CARD STOCK L PARRILLO VAR ED,1
74246,wc-pending,2020-02-27 12:29:13,8.98,USD,kara,karanoreika@gmail.com,0,0,0,yes,3860,64055,ACTION COMICS #1020,1
74247,wc-pending,2020-02-27 12:29:13,5.99,USD,kara,karanoreika@gmail.com,0,0,0,yes,3861,65390,KNIGHTS OF THE DINNER TABLE #273,1
74245,wc-pending,2020-02-27 12:29:11,3.99,USD,kara,karanoreika@gmail.com,0,0,0,yes,3858,65019,GOLD DIGGER #274,1
72422,wc-pending,2020-02-26 12:28:02,8.97,USD,kara,karanoreika@gmail.com,0,0,0,yes,3855,63818,SPAWN #306 CVR C VIRGIN TAN & MCFARLANE,1
72422,wc-pending,2020-02-26 12:28:02,8.97,USD,kara,karanoreika@gmail.com,0,0,0,yes,3856,63817,SPAWN #306 CVR B MATTINA,1
72422,wc-pending,2020-02-26 12:28:02,8.97,USD,kara,karanoreika@gmail.com,0,0,0,yes,3857,63816,SPAWN #306 CVR A TAN & MCFARLANE,1
72421,wc-pending,2020-02-26 12:28:01,19.99,USD,kara,karanoreika@gmail.com,0,0,0,yes,3854,65199,TAROT WITCH OF THE BLACK ROSE #114 STUDIO ED,1
72420,wc-pending,2020-02-26 12:28:00,8.97,USD,adminpopc,antonio@tamberra.com,0,0,0,yes,3851,63818,SPAWN #306 CVR C VIRGIN TAN & MCFARLANE,1
72420,wc-pending,2020-02-26 12:28:00,8.97,USD,adminpopc,antonio@tamberra.com,0,0,0,yes,3852,63817,SPAWN #306 CVR B MATTINA,1
72420,wc-pending,2020-02-26 12:28:00,8.97,USD,adminpopc,antonio@tamberra.com,0,0,0,yes,3853,63816,SPAWN #306 CVR A TAN & MCFARLANE,1
72418,wc-pending,2020-02-26 12:27:59,8.98,USD,megha,dhebariwalamegha@gmail.com,0,0,0,yes,3848,64056,ACTION COMICS #1020 CARD STOCK L PARRILLO VAR ED,1
72418,wc-pending,2020-02-26 12:27:59,8.98,USD,megha,dhebariwalamegha@gmail.com,0,0,0,yes,3849,64055,ACTION COMICS #1020,1
72419,wc-pending,2020-02-26 12:27:59,5.99,USD,megha,dhebariwalamegha@gmail.com,0,0,0,yes,3850,65390,KNIGHTS OF THE DINNER TABLE #273,1
72417,wc-pending,2020-02-26 12:27:58,8.98,USD,megha,dhebariwalamegha@gmail.com,0,0,0,yes,3846,64078,DETECTIVE COMICS #1020 CARD STOCK LEE BERMEJO VAR ED,1
72417,wc-pending,2020-02-26 12:27:58,8.98,USD,megha,dhebariwalamegha@gmail.com,0,0,0,yes,3847,64077,DETECTIVE COMICS #1020,1
72416,wc-pending,2020-02-26 12:27:57,3.99,USD,megha,dhebariwalamegha@gmail.com,0,0,0,yes,3845,65019,GOLD DIGGER #274,1
72414,wc-pending,2020-02-26 12:27:56,19.99,USD,megha,dhebariwalamegha@gmail.com,0,0,0,yes,3841,65199,TAROT WITCH OF THE BLACK ROSE #114 STUDIO ED,1
72415,wc-pending,2020-02-26 12:27:56,8.97,USD,megha,dhebariwalamegha@gmail.com,0,0,0,yes,3842,63818,SPAWN #306 CVR C VIRGIN TAN & MCFARLANE,1
72415,wc-pending,2020-02-26 12:27:56,8.97,USD,megha,dhebariwalamegha@gmail.com,0,0,0,yes,3843,63817,SPAWN #306 CVR B MATTINA,1
72415,wc-pending,2020-02-26 12:27:56,8.97,USD,megha,dhebariwalamegha@gmail.com,0,0,0,yes,3844,63816,SPAWN #306 CVR A TAN & MCFARLANE,1
72413,wc-pending,2020-02-26 12:27:55,8.98,USD,karanoreika33,karanoreika+33@gmail.com,0,0,0,yes,3839,64056,ACTION COMICS #1020 CARD STOCK L PARRILLO VAR ED,1
72413,wc-pending,2020-02-26 12:27:55,8.98,USD,karanoreika33,karanoreika+33@gmail.com,0,0,0,yes,3840,64055,ACTION COMICS #1020,1
72411,wc-pending,2020-02-26 12:27:54,8.98,USD,karanoreika33,karanoreika+33@gmail.com,0,0,0,yes,3836,64078,DETECTIVE COMICS #1020 CARD STOCK LEE BERMEJO VAR ED,1
72411,wc-pending,2020-02-26 12:27:54,8.98,USD,karanoreika33,karanoreika+33@gmail.com,0,0,0,yes,3837,64077,DETECTIVE COMICS #1020,1
72412,wc-pending,2020-02-26 12:27:54,5.99,USD,karanoreika33,karanoreika+33@gmail.com,0,0,0,yes,3838,65390,KNIGHTS OF THE DINNER TABLE #273,1
72410,wc-pending,2020-02-26 12:27:53,3.99,USD,karanoreika33,karanoreika+33@gmail.com,0,0,0,yes,3835,65019,GOLD DIGGER #274,1
72408,wc-pending,2020-02-26 12:27:52,19.99,USD,karanoreika33,karanoreika+33@gmail.com,0,0,0,yes,3831,65199,TAROT WITCH OF THE BLACK ROSE #114 STUDIO ED,1
72409,wc-pending,2020-02-26 12:27:52,8.97,USD,karanoreika33,karanoreika+33@gmail.com,0,0,0,yes,3832,63818,SPAWN #306 CVR C VIRGIN TAN & MCFARLANE,1
72409,wc-pending,2020-02-26 12:27:52,8.97,USD,karanoreika33,karanoreika+33@gmail.com,0,0,0,yes,3833,63817,SPAWN #306 CVR B MATTINA,1
72409,wc-pending,2020-02-26 12:27:52,8.97,USD,karanoreika33,karanoreika+33@gmail.com,0,0,0,yes,3834,63816,SPAWN #306 CVR A TAN & MCFARLANE,1
72407,wc-pending,2020-02-26 12:27:50,7.99,USD,tamberradigital,tamberradigital@gmail.com,0,0,0,yes,3830,65065,BETTY & VERONICA JUMBO COMICS DIGEST #281,1
72406,wc-pending,2020-02-26 12:27:46,5.99,USD,karanoreika2,karanoreika+2@gmail.com,0,0,0,yes,3829,65390,KNIGHTS OF THE DINNER TABLE #273,1
72405,wc-pending,2020-02-26 12:27:45,8.98,USD,karanoreika2,karanoreika+2@gmail.com,0,0,0,yes,3827,64078,DETECTIVE COMICS #1020 CARD STOCK LEE BERMEJO VAR ED,1
72405,wc-pending,2020-02-26 12:27:45,8.98,USD,karanoreika2,karanoreika+2@gmail.com,0,0,0,yes,3828,64077,DETECTIVE COMICS #1020,1
72403,wc-pending,2020-02-26 12:27:44,3.99,USD,karanoreika2,karanoreika+2@gmail.com,0,0,0,yes,3824,65019,GOLD DIGGER #274,1
72404,wc-pending,2020-02-26 12:27:44,8.98,USD,karanoreika2,karanoreika+2@gmail.com,0,0,0,yes,3825,64056,ACTION COMICS #1020 CARD STOCK L PARRILLO VAR ED,1
72404,wc-pending,2020-02-26 12:27:44,8.98,USD,karanoreika2,karanoreika+2@gmail.com,0,0,0,yes,3826,64055,ACTION COMICS #1020,1
72402,wc-pending,2020-02-26 12:27:42,8.97,USD,karanoreika2,karanoreika+2@gmail.com,0,0,0,yes,3821,63818,SPAWN #306 CVR C VIRGIN TAN & MCFARLANE,1
72402,wc-pending,2020-02-26 12:27:42,8.97,USD,karanoreika2,karanoreika+2@gmail.com,0,0,0,yes,3822,63817,SPAWN #306 CVR B MATTINA,1
72402,wc-pending,2020-02-26 12:27:42,8.97,USD,karanoreika2,karanoreika+2@gmail.com,0,0,0,yes,3823,63816,SPAWN #306 CVR A TAN & MCFARLANE,1
72401,wc-pending,2020-02-26 12:27:42,19.99,USD,karanoreika2,karanoreika+2@gmail.com,0,0,0,yes,3820,65199,TAROT WITCH OF THE BLACK ROSE #114 STUDIO ED,1
72400,wc-pending,2020-02-26 12:27:41,19.99,USD,tamberradigital,tamberradigital@gmail.com,0,0,0,yes,3819,65199,TAROT WITCH OF THE BLACK ROSE #114 STUDIO ED,1
72399,wc-pending,2020-02-26 12:27:29,24.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3818,60896,JIM HENSON BENEATH DARK CRYSTAL HC VOL 03,1
72398,wc-pending,2020-02-26 12:27:24,29.98,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3816,68483,KODT BUNDLE OF TROUBLE TP VOL 62,1
72398,wc-pending,2020-02-26 12:27:24,29.98,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3817,65391,KODT BUNDLE OF TROUBLE TP VOL 61,1
72397,wc-pending,2020-02-26 12:27:22,7.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3815,65065,BETTY & VERONICA JUMBO COMICS DIGEST #281,1
72396,wc-pending,2020-02-26 12:27:19,5.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3814,65390,KNIGHTS OF THE DINNER TABLE #273,1
72395,wc-pending,2020-02-26 12:27:17,19.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3813,65199,TAROT WITCH OF THE BLACK ROSE #114 STUDIO ED,1
72394,wc-pending,2020-02-26 12:27:16,8.98,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3811,64078,DETECTIVE COMICS #1020 CARD STOCK LEE BERMEJO VAR ED,1
72394,wc-pending,2020-02-26 12:27:16,8.98,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3812,64077,DETECTIVE COMICS #1020,1
72393,wc-pending,2020-02-26 12:27:15,8.98,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3809,64056,ACTION COMICS #1020 CARD STOCK L PARRILLO VAR ED,1
72393,wc-pending,2020-02-26 12:27:15,8.98,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3810,64055,ACTION COMICS #1020,1
72392,wc-pending,2020-02-26 12:27:12,8.97,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3806,63818,SPAWN #306 CVR C VIRGIN TAN & MCFARLANE,1
72392,wc-pending,2020-02-26 12:27:12,8.97,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3807,63817,SPAWN #306 CVR B MATTINA,1
72392,wc-pending,2020-02-26 12:27:12,8.97,USD,karanoreika888,karanoreika+888@gmail.com,0,0,0,yes,3808,63816,SPAWN #306 CVR A TAN & MCFARLANE,1
72391,wc-pending,2020-02-26 12:27:06,19.99,USD,adminpopc,antonio@tamberra.com,0,0,0,yes,3805,65199,TAROT WITCH OF THE BLACK ROSE #114 STUDIO ED,1
72390,wc-pending,2020-02-26 12:27:03,19.99,USD,tamerradev1,tamberradigital+41@gmail.com,0,0,0,yes,3804,65199,TAROT WITCH OF THE BLACK ROSE #114 STUDIO ED,1
72389,wc-pending,2020-02-26 12:27:02,19.99,USD,tamerradev,tamberradigital+1@gmail.com,0,0,0,yes,3803,65199,TAROT WITCH OF THE BLACK ROSE #114 STUDIO ED,1
71644,wc-processing,2020-02-21 04:57:33,31.99,USD,tamberra07,tamberradigital+07@gmail.com,0,0,12.00,,3801,70103,TRANSFORMERS VS GI JOE TP VOL 03,1
71642,wc-processing,2020-02-21 04:33:56,21.99,USD,tamberra07,tamberradigital+07@gmail.com,0,0,12.00,,3799,71641,KOMI CANT COMMUNICATE GN VOL 06,1
70095,wc-processing,2020-02-19 21:22:26,11.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,8.00,,3797,70063,STAR WARS ADVENTURES CLONE WARS #5 CVR A CHARM,1
70089,wc-processing,2020-02-19 21:21:37,12.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,8.00,,3795,70065,MY LITTLE PONY FRIENDSHIP IS MAGIC #89 CVR A PRICE,1
70082,wc-processing,2020-02-19 21:20:42,17.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,8.00,,3793,70069,MY LITTLE PONY FEATS OF FRIENDSHIP TP VOL 01,1
70079,wc-processing,2020-02-19 21:19:19,15.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,8.00,,3791,70070,MY LITTLE PONY TP VOL 01 THE MAGIC BEGINS,1
69474,wc-processing,2020-02-19 19:05:23,22.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,8.00,,3789,69464,INVINCIBLE TP VOL 05 FACTS OF LIFE,1
69440,wc-pre-ordered,2020-02-19 18:27:40,23.99,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,8.00,,3787,69425,SANRIO MY MELODY UDF FIG,1
69438,wc-pre-ordered,2020-02-19 18:12:47,23.99,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,8.00,,3785,69425,SANRIO MY MELODY UDF FIG,1
69436,wc-pre-ordered,2020-02-19 18:05:27,23.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,8.00,,3783,69425,SANRIO MY MELODY UDF FIG,1
69434,wc-pre-ordered,2020-02-19 14:32:31,23.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,8.00,,3781,69421,SANRIO CINNAMOROLL UDF FIG,1
69432,wc-pre-ordered,2020-02-19 14:31:24,23.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,8.00,,3779,69425,SANRIO MY MELODY UDF FIG,1
69430,wc-pre-ordered,2020-02-19 14:29:20,23.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,8.00,,3777,69425,SANRIO MY MELODY UDF FIG,1
69428,wc-pending,2020-02-19 12:27:42,17.96,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3773,64064,BATMAN #89 CARD STOCK FRANCESCO MATTINA VAR ED,1
69428,wc-pending,2020-02-19 12:27:42,17.96,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3774,64063,BATMAN #89,1
69428,wc-pending,2020-02-19 12:27:42,17.96,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3775,64062,BATMAN #88 CARD STOCK FRANCESCO MATTINA VAR ED,1
69428,wc-pending,2020-02-19 12:27:42,17.96,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3776,64061,BATMAN #88,1
69427,wc-pending,2020-02-19 12:27:41,35.98,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3771,67243,BATMAN TP VOL 11 THE FALL AND THE FALLEN,1
69427,wc-pending,2020-02-19 12:27:41,35.98,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3772,67242,BATMAN TP VOL 10 KNIGHTMARES,1
69426,wc-pending,2020-02-19 12:27:38,7.98,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3769,64072,BATMAN AND THE OUTSIDERS #10 CHRIS BURNHAM VAR ED,1
69426,wc-pending,2020-02-19 12:27:38,7.98,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3770,64071,BATMAN AND THE OUTSIDERS #10,1
68418,wc-processing,2020-02-18 19:20:48,20.99,USD,karanoreika888,karanoreika+888@gmail.com,0,0,8.00,,3767,44417,BATMAN & THE JUSTICE LEAGUE MANGA TP VOL 03,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3684,51208,TAROT WITCH OF THE BLACK ROSE #117 10 COPY INCV VAR,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3685,51207,TAROT WITCH OF THE BLACK ROSE #117 RAVEN HEX PHOTO CVR ED,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3686,51206,TAROT WITCH OF THE BLACK ROSE #117 DLX LITHO ED,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3687,51205,TAROT WITCH OF THE BLACK ROSE #117 LAST DAYS SALEM,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3688,37473,SPAWN #299 CVR C B&W MCFARLANE,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3689,37472,SPAWN #299 CVR B MCFARLANE VIRGIN,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3690,37471,SPAWN #299 CVR A MCFARLANE,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3691,48889,HUNTER X HUNTER GN VOL 36,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3692,50029,ACTION COMICS #1013 CARD STOCK VAR ED YOTV THE OFFER,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3693,50028,ACTION COMICS #1013 YOTV THE OFFER,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3694,51015,GOLD DIGGER #268,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3695,49976,BERSERK TP VOL 40,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3696,51389,KNIGHTS OF THE DINNER TABLE #269,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3697,48600,KNIGHTS OF THE DINNER TABLE #270,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3698,45760,KNIGHTS OF THE DINNER TABLE #271,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3699,50087,LOONEY TUNES #250,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3700,44373,LOONEY TUNES #251,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3701,50058,DETECTIVE COMICS #1008 CARD STOCK VAR ED YOTV THE OFFER,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3702,50057,DETECTIVE COMICS #1008 YOTV THE OFFER,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3703,50056,DETECTIVE COMICS #1007 VAR ED,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3704,50055,DETECTIVE COMICS #1007,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3705,47353,DETECTIVE COMICS #1010 VAR ED YOTV DARK GIFTS,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3706,47352,DETECTIVE COMICS #1010 YOTV DARK GIFTS,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3707,47351,DETECTIVE COMICS #1009 VAR ED YOTV DARK GIFTS,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3708,47350,DETECTIVE COMICS #1009 YOTV DARK GIFTS,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3709,44342,DETECTIVE COMICS #1012 VAR ED,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3710,44341,DETECTIVE COMICS #1012,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3711,44340,DETECTIVE COMICS #1011 VAR ED YOTV,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3712,44339,DETECTIVE COMICS #1011 YOTV,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3713,48920,KAZE HIKARU GN VOL 27,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3714,43981,WALKING DEAD HC VOL 16,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3715,37677,WALKING DEAD OMNIBUS HC VOL 07,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3716,37676,WALKING DEAD OMNIBUS HC VOL 06,1
68213,wc-pending,2020-02-18 18:42:31,1171.23,USD,karanoreika12345,karanoreika+12345@gmail.com,0,0,0,yes,3717,37675,WALKING DEAD OMNIBUS HC VOL 05,1
